username,time,text,tags,locations
الأطرش || Nader,Aug 26,"المواطن الواعي: هياها معي الكمامة بس عم ريحها شوي 

الدولة: تمديد التعبئة العامة حتى نهاية العام حتى ٣١-١٢-٢٠٢٠

لانكن ملتزمين وشطورين، عم تريحها قلتلي اي؟ 
#كورونا 
#لبنان
#صباحوو","['#صباحوو', '#لبنان', '#كورونا']",
مواطن مغشوش (داني عساكر),Aug 26,"أنا برأيي مدّدوه لاخر العهد... هيك هيك فاشل وما قادرين نشتغل ونعيش
#كورونا #لبنان","['#لبنان', '#كورونا']",
LEB NOW,Aug 26,كورونا لبنان : تمديد التعبئة العامة إلى نهاية السنة!,[],
sose 12,Aug 26,"إملأ قلبي سلام ، فاللهُم أنت السلام ومنك السلام .

#ايجابيات 
#خادم_الحرمين_الشريفين #صباح_الخير #السناب #فيروس_كورونا #لبنان","['#السناب', '#ايجابيات', '#لبنان', '#فيروس_كورونا', '#خادم_الحرمين_الشريفين', '#صباح_الخير']",
Channel 23,Aug 26,كورونا لبنان... الأسوأ ينتظرنا مطلع الشتاء! و لهذا السبب تراجع عدد الإصابات ...,[],
Ibrahim Gerges,Aug 26,"#الدولار
#كورونا_لبنان 
رياض سلامة طل ؟حدا شافه؟ مسافر؟ حدا عارف عنه شي؟ طلته البهية فقدتها غالية
واذا حدا لمحه يقله انه الليرة مستقرة والليرة بخير أمانة.","['#الدولار', '#كورونا_لبنان']",
هلا أخبار,Aug 26,"موجز صباحي لأهم الأخبار 26/8/2020

#هلا_أخبار #الأردن #فيروس_كورونا #لبنان","['#هلا_أخبار', '#فيروس_كورونا', '#الأردن', '#لبنان']",
Tharwat Sleiman,Aug 26,"عنجد في تعبئة عامة؟؟؟؟؟؟!!!! 
#كورونا_لبنان",['#كورونا_لبنان'],
ZNN,Aug 26,كورونا لبنان: الأسوأ ينتظرنا مطلع الشتاء,[],
Al Malak,Aug 26,"Replying to 
@KhatibRasha
 and 
@DimaSadek",[],
Omar shaikhaعمر شيخة,Aug 26,"#كورونا_لبنان 
#كورونا
#طرابلس
#لبنان
#أسواق
#حماية
#تجار
#مواطنين
#كوفيد_19","['#كوفيد_19', '#أسواق', '#كورونا_لبنان', '#تجار', '#كورونا', '#مواطنين', '#حماية', '#طرابلس', '#لبنان']",
الكحل الإثمد الأصفهاني الأصلى,Aug 26,#كورونا #لبنان_منكوب #الهلال_الفيَصلي #النصر_العدالة #الطلاق_دمر_مجتمعنا,"['#لبنان_منكوب', '#كورونا', '#النصر_العدالة', '#الطلاق_دمر_مجتمعنا', '#الهلال_الفي']",
edward francis,Aug 26,"Replying to 
@DRSAMIRGEAGEA",[],
Sara Zaydan,Aug 26,"وصلنا لمرحلة مش عرفين نحدد شو هيّي اكبر مشاكلنا
#كورونا #لبنان","['#لبنان', '#كورونا']",
حسان خازم(مع سيد المقاومة),Aug 26,"Replying to 
@YazbekWehbe",[],
Sawt Beirut International,Aug 25,"هذا هو موعد استقبال مستشفى السان جورج لمرضى كورونا
#لبنان",['#لبنان'],
Sarcastic,Aug 25,"لا تحني رقبتك فأنت الأفضل في التاريخ.
#ميسي #الهلال_الفيَصلي #حبيب_بن_مظاهر #الاهلًي_ضَمْك #النصر_العدالة #شكراً_إدواردو #الخطيب_درع_الكيان #الهلال #كورونا #لبنان #فيلا_بوابة_الشرق #شهداؤنا_أصحاب_للحسين","['#الاهل', '#ميسي', '#فيلا_بوابة_الشرق', '#الهلال', '#كورونا', '#شهداؤنا_أصحاب_للحسين', '#شكرا', '#النصر_العدالة', '#الهلال_الفي', '#الخطيب_درع_الكيان', '#لبنان', '#حبيب_بن_مظاهر']",
aya sultan,Aug 25,#كورونا_لبنان,['#كورونا_لبنان'],
Elsiyasa | السياسة,Aug 25,"نادي اليخوت: لاستثناء المرافق واليخوت الخاصة من اجراءات التعبئة العامة https://elsiyasa.com/article/127852 
#كورونا #لبنان","['#لبنان', '#كورونا']",
Riad Khouzami,Aug 25,غريب فقدان الوعي والمسؤولية #كورونا_لبنان,['#كورونا_لبنان'],
,Aug 25,"حتى في ترويج قصص الوفيات عن مرض #كورونا  بعضها كذب واشاعات 

مثل هذا الشخص خرج للناس وقال انه فقد
 ٥ اشخاص من اهله بسبب #كوفيد_19

لكن للامانه يشكر المذيع على تصحيح الخبر وتكذيبه

#كورونا_لبنان #كورونا_المغرب
#كورونا_الاردن 
#كورونا_الجديد 
#كورونا_العالم 
#كورونا_الاردن","['#كورونا_الجديد', '#كوفيد_19', '#كورونا_المغرب', '#كورونا_العالم', '#كورونا_لبنان', '#كورونا', '#كورونا_الاردن']",
LBCI TV,Aug 25,"اصابة موظفة بالفيروس في دائرة تنفيذ مياه الجنوب وحجر ثلاثة مخالطين
https://bit.ly/2FUGhR4
#كورونا #كورونا_لبنان
#LBCI #LBCINews #LBCILebanon","['#LBCI', '#كورونا_لبنان', '#LBCINews', '#كورونا', '#LBCILebanon']",
Sara Chang,Aug 25,"Dashboard updated for 24 August #كورونا_لبنان #Lebanon #COVID19 / 456,151 total tests; 13,155 total cases; 457 new cases today; 9,345 active cases; 76 currently in ICU; 3,684 total recoveries; 126 total deaths.

For more details: http://tiny.cc/covidlebanon","['#كورونا_لبنان', '#Lebanon', '#COVID19']",
جنوبية | Janoubia,Aug 25,"رغم الإغلاق التام إلا أن عدد الإصابات كبير!

#كورونا #فيروس_كورونا #كورونا_لبنان #جنوبية #janoubia","['#كورونا_لبنان', '#كورونا', '#janoubia', '#جنوبية', '#فيروس_كورونا']",
Samer Abo Eljebeen,Aug 25,"التباعد الاجتماعي  والنظافة الشخصية  بشكل مستمر  وذيادة الوعي  عند الناس هو العلاج لجائحة كورونا
من الاخر
#كورونا_لبنان #COVID19","['#كورونا_لبنان', '#COVID19']",
Lara Maria kay,Aug 25,"#كورونا 
#لبنان 
#كلنا_وديع_عقل","['#كلنا_وديع_عقل', '#لبنان', '#كورونا']",
sawtalfarah,Aug 25,"19 إصابة جديدة بفيروس كورونا في قضاء صور
http://sawtalfarah.com/news/view/local_news/0/217198…
#كورونا #لبنان","['#لبنان', '#كورونا']",
تذكير فقط,Aug 25,"لا إله إلا أنت سبحانك إني كنت من الظالمين .
(فَٱلۡتَقَمَهُ ٱلۡحُوتُ وَهُوَ مُلِیمࣱ ۝  فَلَوۡلَاۤ أَنَّهُۥ كَانَ مِنَ ٱلۡمُسَبِّحِینَ ۝  لَلَبِثَ فِی بَطۡنِهِۦۤ إِلَىٰ یَوۡمِ یُبۡعَثُونَ)
سورة الصافات 142 - 144

#كورونا #لبنان #صداره_بس","['#صداره_بس', '#لبنان', '#كورونا']",
May Abdallah,Aug 25,"تم اقفال البلد بسبب كورونا فجاء الاقفال استنسابيا، مناطق تُحاسب وتُغرم ومناطق خارج اطار المحاسبة ...الكورونا بتصيب ناس وناس لأ،  والازمة الاقتصادية تطال مناطق واخرى عايشة الرخاء!!!
افتحوا البلاد وخلوا الناس تشتغل وتعيش وطبقوا اجراءات بكل البلد.
#لا_داعي_للاقفال
 #كورونا_لبنان","['#كورونا_لبنان', '#لا_داعي_للاقفال']",
Humanist,Aug 25,#كورونا_لبنان لا الدولة ولا الشعب فرقاني معو,['#كورونا_لبنان'],
mario issa,Aug 25,#لبنان #بيروت #كورونا_لبنان,"['#كورونا_لبنان', '#لبنان', '#بيروت']",
مُصعب بلحص,Aug 25,#كورونا_لبنان حتى لا يكون آخر عهدٍ لكَ حافظ على سلامتك,['#كورونا_لبنان'],
يوسف جعفر,Aug 25,تحية إحترام وتقدير لوزير الصحة #حمد_حسن وإلى لجنة الصحة النيابية على جهودهم المبزولة في محاربة فايروس #كورونا_لبنان مع عدم الإحترام والتقدير للذين يستخفون ويتهاونون بهذا الوباء فعلا أنكم #بلا_مخ وغير مسؤولين لعنة الله عليكم,"['#كورونا_لبنان', '#بلا_مخ', '#حمد_حسن']",
Ghada,Aug 25,طيب في اهين من انو الانسان يلبس الكمامة بشكل دايم ويغسل ايدو او يعقمها ويحافظ  على التباعد الاجتماعي وياجل  المناسبات الاجتماعية ويوقف التبويس والتعبيط؟#كورونا_لبنان #النظافة من الايمان,"['#كورونا_لبنان', '#النظافة']",
Farah El kouch,Aug 25,"أثبتت دراسة بريطانية أنّ ال Air Doctor اللي بتعلقوها
 ع أساس أنها بتحمي من الكورونا
عندها نفس فعاليّة صباط الولد الزغير
 اللي بيتعلق تحت الأشكمان ليبعد صيبة العين
 عن السيارة
#لبنان
#كورونا_لبنان","['#كورونا_لبنان', '#لبنان']",
Mubarak Ali Sultani,Aug 25,"#UAEIsrael
#UAEStabsMuslims #UAE #عمان_تواجه_كورونا #لبنان #FreePalestine #GazaUnderAttack #Gaza_Demo_on_Twitter #Gaza_under_attack #Gaza14TahunDikepung #Act4Palestine #VPalestine 
The difference between UAE and Palestinian children .How emrati are dare to deal with Israel .","['#عمان_تواجه_كورونا', '#Gaza_Demo_on_Twitter', '#UAE', '#Gaza_under_attack', '#VPalestine', '#Gaza14TahunDikepung', '#UAEIsrael', '#FreePalestine', '#GazaUnderAttack', '#Act4Palestine', '#لبنان', '#UAEStabsMuslims']",
Ali,Aug 25,#كورونا_لبنان,['#كورونا_لبنان'],
منتظر الزيدي,Aug 25,"اللهم شماتة ونص 
#كورونا #لبنان #العراق #الامارات","['#العراق', '#الامارات', '#لبنان', '#كورونا']",
ali samade,Aug 25,الاتكال على وعي المغتربين وخصوصي الشباب منهم لا يكفي وعلى البلديات والقوى الأمنية أن تتشدد بالحجر حتى تثبت نتيجتهم والا تخبزو بالافراح لأنهم فلتانين وينتشرون بدون رادع وانتشار الوباء في القرى أكبر دليل #كورونا_لبنان,['#كورونا_لبنان'],
Eid Azar,Aug 25,"الكورونا ارقام : ١٢حالة وفاة من اصل معدل ٦٠٠ حالة يوميا ، يعني ٢٪   معدل عالمي معروف!          
عشوائية فتح البلد و عدم وجود خطة للاستشفاء رح تكون دليل اضافي انو شعب فوضوي وادارة ارتجالية للكوارث!   استقر عدد الحالات هل الأسبوع،فرصة لخطةمنظمة ومستدامة #كورونا #لبنان_ينهار #لبنان","['#لبنان_ينهار', '#لبنان', '#كورونا']",
حركة أمل,Aug 25,"التقرير اليومي لفيروس كورونا ""كوفيد -19""
التاريخ: الثلاثاء 25 آب 2020
#حركة_أمل
#كورونا_لبنان
#خليك_بالبيت
#وطنك_بيتك
#كورونا","['#وطنك_بيتك', '#كورونا_لبنان', '#كورونا', '#خليك_بالبيت', '#حركة_أمل']",
Elaph إيلاف,Aug 25,"كورونا لبنان: 12 وفاة في 24 ساعة #لبنان #كورونا_في_لبنان 
@elaph","['#كورونا_في_لبنان', '#لبنان']",
newsmt,Aug 25,"  كورونا في لبنان.. 532 إصابة جديدة و12 حالة وفاة

#لبنان 
#كورونا_لبنان 
#كورونا","['#كورونا_لبنان', '#لبنان', '#كورونا']",
jannetaboutayee,Aug 25,"#كورونا مش كذبة ...  
#كورونا_لبنان","['#كورونا_لبنان', '#كورونا']",
Mona Yassin,Aug 25,"اذا كان رقم ١٢ بِسِجِلّ وفيات الكورونا لا يصيبك ""بالهلع"" فأخبرني متى تهلع؟!
#كورونا_لبنان",['#كورونا_لبنان'],
Jana Chahine,Aug 25,#كورونا_لبنان,['#كورونا_لبنان'],
Ahmad Darir,Aug 25,"١٢ حالة وفاة بفيروس #كورونا اليوم 
العدد التصاعدي للوفيات ما ببشر بالخير ...
#كورونا_لبنان","['#كورونا_لبنان', '#كورونا']",
Assawsana News,Aug 25,"لبنان : 12 وفاة و 532 اصابة جديدة بفيروس كورونا 
https://assawsana.com/portal/pages.php?newsid=472334…
#السوسنة #كورونا #لبنان","['#لبنان', '#كورونا', '#السوسنة']",
Zaher zhr D(متحدون),Aug 25,لما بدك تحكي معي حط كمامة غطي كامل أنفك وفمك ما تغطي فيها رقبتك #كورونا_لبنان تعصف بريحها,['#كورونا_لبنان'],
موقع بيروتكم الالكتروني,Aug 25,"ايلي شالوحي يُصاب بفيروس كورونا https://beirutcom.net/189131 #BeirutcomMag via 
@BeirutcomMag
 

@ElieChalouhy
 #ايلي_شالوحي #بيروتكم #فيروس_كورونا #كورونا_لبنان #خليك_بالبيت
 #StaySafe","['#بيروتكم', '#ايلي_شالوحي', '#كورونا_لبنان', '#خليك_بالبيت', '#BeirutcomMag', '#StaySafe', '#فيروس_كورونا']",
Em Fidel,Aug 25,"وزارة الصحة اللبنانية تعلن أن فايروس كورونا المستجد لم يعد مستجد صار منا وفينا 
#كورونا #وزارة_الصحة
#كورونا_لبنان","['#وزارة_الصحة', '#كورونا_لبنان', '#كورونا']",
عاشقةالرسول,Aug 25,"اكثر وزير اشتغل بحكومة #دياب #حمد_حسن  وزير الصحة ثبت فعلاا انو رجل بكل معنى الكلمة 
الله يعطيك العافيه  
#كورونا_لبنان","['#دياب', '#كورونا_لبنان', '#حمد_حسن']",
Thawraje,Aug 25,"Replying to 
@ONashabe",[],
Mahmoud Nasser,Aug 25,١٢ حالة وفاة اليوم وبعدو الشعب مستهتر بالموضوع وعم بطالبو بوقف الاجراءات وتفتح المحلات! يا عالم فهموا بقا خطورة الوضع!  #كورونا_لبنان #لبنان,"['#كورونا_لبنان', '#لبنان']",
Corona Lebanon #كورونا_لبنان,Aug 25,"#كورونا_لبنان: تسجيل 532 إصابة جديدة بفيروس #كورونا في #لبنان ليرتفع إجمالي الاصابات الى 13687 إصابة
علما أن الإصابات توزعت بين 525 إصابة من المقيمين و 7 إصابات من الوافدين
كما تم تسجيل 12 حالة وفاة في الساعات الماضية.
#CoronaVirusUpdate
#COVID_19
#coronalebanon","['#كورونا_لبنان', '#كورونا', '#CoronaVirusUpdate', '#coronalebanon', '#لبنان', '#COVID_19']",
ali al akbar,Aug 25,#كورونا_لبنان #خافوا_الله,"['#كورونا_لبنان', '#خافوا_الله']",
Van,Aug 25,"بتعرف هيبة الدولة من عجقة السير عل طريق و الحركة بالسوق.
طقبروني شو حمير
#كلن_يعني_كلن #كورونا #لبنان #coronavirus #حكومة_الفشل #عهد_الفشل","['#عهد_الفشل', '#حكومة_الفشل', '#كلن_يعني_كلن', '#كورونا', '#لبنان', '#coronavirus']",
ALIKLAKKIS,Aug 25,"الوفيات ١٢ اليوم في لبنان 
 من فيروس كورونا #لبنان
رقم مخيف ويدّل على الإستهتار 
وعدم الإلتزام ! وضعف الخدمة الصحية ببعض المناطق
لا تنتظر حتى  يتمكن #الفيروس من رئتيك بادر بالحجر والعلاج من البداية","['#الفيروس', '#لبنان']",
Nataly Antar,Aug 25,"What ? 12 deaths todaaaay ?

532 new coronavirus cases today ! But the number of deaths is shocking ! Highest number !

#COVID19 #كورونا_لبنان #كورونا #لبنان","['#كورونا_لبنان', '#لبنان', '#كورونا', '#COVID19']",
Ali Hallal,Aug 25,#كورونا #كورونا_لبنان #COVID19,"['#كورونا_لبنان', '#كورونا', '#COVID19']",
Rashaaa©,Aug 25,"12 حالة وفاة اليوم و532 إصابة !!! 
عن جديد : 12 حالة وفاة 
مكرر : 12 حالة وفاة !!!!!
#كوفيد_19 #كورونا_لبنان","['#كوفيد_19', '#كورونا_لبنان']",
Mohannad Sokariah,Aug 25,"بعد فضائح إصابات و وفيّات كورونا على مواقع التواصل الإجتماعي و على لسان أخصّائيّين تمّ اليوم  بعون ""معاليه"" رفع الإصابات و الوفيّات تزامنا مع الإنخفاض الطفيف بسعر الدولار .. إصابات لتعويض خسائر سعر الصرف .!
#كورونا_لبنان
#كلن_يعني_كلن و فاسدين #حزب_الله أوّلهن .! 
#لبنان","['#حزب_الله', '#كورونا_لبنان', '#لبنان', '#كلن_يعني_كلن']",
Abou Rayan,Aug 25,"وهيك بكون بلش الجد : 
 تسجيل 12 حالة وفاة و532 بفيروس كورونا المستجد ..
#كورونا_لبنان",['#كورونا_لبنان'],
أيمن ماجد [Ayman Majed],Aug 25,"532 اصابة و 12 خالة وفاة

#كورونا
#كورونا_لبنان
#COVID19","['#كورونا_لبنان', '#كورونا', '#COVID19']",
كمال عبود,Aug 25,"رئيس بلدية الطيبة اعاد الفحص طلع بس اصابتين محتمل جدول كله غلط والاعداد اليومية غلط او رئيس بلدية غلط نرجو التوضيح اليوم ايضا ٧ حالات ممكن غلط  
@Hamad_hassan20
 #كورونا #لبنان 
@mophleb","['#لبنان', '#كورونا']",
Leila Ibrahim Khalil,Aug 25,"١٢ وفاة بكورونا دفعة وحدة، يا بلا مخ وبعدكن بتقولو مؤامرة
#كورونا #لبنان","['#لبنان', '#كورونا']",
COVID-19 LB,Aug 25,"Tuesday, August 25 at 7:36 PM

12 patients have died from COVID-19 increasing the death toll to 138 with 75 other patients in critical condition. #كورونا_لبنان",['#كورونا_لبنان'],
Nouna,Aug 25,"١٢ حالة وفاة بالكورونا اليوم، يا رب تنجينا! 
#كورونا_لبنان",['#كورونا_لبنان'],
M. HC,Aug 25,"وزارة الصحة اللبنانية تعلن عن إرتفاع عدد الإصابات إلى 13687 بعد تسجيل 532 إصابات جديدة، 525 لمقيمين و 7 وافدين. عدد الفحوصات 8557 فحص.
#كورونا  #لبنان #بيروت","['#لبنان', '#كورونا', '#بيروت']",
sajed 2,Aug 25,"وزارة الصحة: تسجيل 12 حالة وفاة و532 إصابة جديدة بكورونا في لبنان
وبعد في ناس تهزاء  وتشكك ولا تبالي
#كورونا 
#لبنان","['#لبنان', '#كورونا']",
Nicholas Frakes | نيكولاس فرايكس,Aug 25,"#COVID19 cases rise once again in #Lebanon with 532 new cases along with a new daily recorded of deaths with 12 in the last 24-hours. The total is now 13,687 with 138 deaths. #CoronaVirusUpdate #كورونا #كورونا_لبنان","['#Lebanon', '#كورونا_لبنان', '#كورونا', '#CoronaVirusUpdate', '#COVID19']",
Tony Saliba,Aug 25,٥٣٢ اصابة جديدة بفيروس كورونا رفعت العدد ل ١٣٦٨٧ اصابة و ١٢ حالة وفاة رفعت العدد ل ١٣٨ #كورونا_لبنان,['#كورونا_لبنان'],
العربي الجديد-عاجل,Aug 25,"#عاجل | وزارة الصحة اللبنانية: تسجيل 12 وفاة و532 إصابة جديدة بفيروس #كورونا

#لبنان
#معاً_نعزل_كورونا","['#معا', '#لبنان', '#كورونا', '#عاجل']",
العربي الجديد,Aug 25,"#عاجل | وزارة الصحة اللبنانية: تسجيل 12 وفاة و532 إصابة جديدة بفيروس #كورونا

#لبنان
#معاً_نعزل_كورونا","['#معا', '#لبنان', '#كورونا', '#عاجل']",
nbnlebanon,Aug 25,"وزارة الصحة اللبنانية: تسجيل 532 اصابة جديدة بفيروس #كورونا و 12 حالة وفاة 
https://nbntv.me/?p=256606
#كورونا_لبنان","['#كورونا_لبنان', '#كورونا']",
Annahar,Aug 25,#عاجل- #كورونا_لبنان- 12 حالة وفاة فكم بلغت الإصابات وكيف توزّعت؟,"['#كورونا_لبنان', '#عاجل']",
Al-Hadeel- الهديل #PrayForBeirut,Aug 25,كورونا لبنان.. معدل الوفيات الأسبوعي أعلى من المتوسط العالمي والأسرّة ممتلئة,[],
rania ajjour,Aug 25,"مات ١٢ اليوم بكورونا .
#كورونا_لبنان",['#كورونا_لبنان'],
tayyar.org,Aug 25,كورونا لبنان - إعلان إسم مصاب بناء على طلبه! https://tayyar.org/News/Lebanon/369513/…,[],
zakaria,Aug 25,المختصر المفيد.                                                          #سعد_الحريري #انفجار_مرفأ_بيروت #حزب_الله #بيروت #كلن_يعني_كلن #كورونا #لبنان #ميشيل_عون #لبيروت #DonaldTrump #بوتين #التطبيع_خيانه_الامارات_الصهيونيه #التطبيع,"['#لبيروت', '#ميشيل_عون', '#انفجار_مرفأ_بيروت', '#حزب_الله', '#التطبيع', '#كلن_يعني_كلن', '#كورونا', '#التطبيع_خيانه_الامارات_الصهيونيه', '#DonaldTrump', '#بوتين', '#لبنان', '#سعد_الحريري', '#بيروت']",
عيادة الدكتور عبدالله الزهراني,Aug 25,"تجربة مريضة حبت تشاركنا تجربتها بعملية التكميم .. 
المنسقة 0552284629 
اتمنى لها دوام الصحه والعافية 
#الامارات #الرياض #السعودية
 #التأمين_الطبي  #تكميم #رابطة_المتكممين #كورونا #لبنان #لقاح_كورونا #التكميم #التحوير","['#التحوير', '#الامارات', '#الرياض', '#تكميم', '#رابطة_المتكممين', '#التكميم', '#كورونا', '#التأمين_الطبي', '#السعودية', '#لبنان', '#لقاح_كورونا']",
Lo7,Aug 25,"ما تحلموا ب سنة ٢٠٢١ 
#كورونا_لبنان #2020worstyear  #2020memes","['#2020worstyear', '#كورونا_لبنان', '#2020memes']",
Soha Kikano official,Aug 25,"كتير بحب نظف غرفتي قد ما المنظر رائع 
#تعزيل_تايم تا يمرفق وقت الحجر الصحي بخير وسلامة 
 #زهق #كورونا_لبنان","['#كورونا_لبنان', '#زهق', '#تعزيل_تايم']",
ma32oul,Aug 25,“كورونا لبنان” 25 حالة حرجة في مستشفى الحريري https://ma32oul.com/2020/08/25/%d9%83%d9%88%d8%b1%d9%88%d9%86%d8%a7-%d9%84%d8%a8%d9%86%d8%a7%d9%86-25-%d8%ad%d8%a7%d9%84%d8%a9-%d8%ad%d8%b1%d8%ac%d8%a9-%d9%81%d9%8a-%d9%85%d8%b3%d8%aa%d8%b4%d9%81%d9%89-%d8%a7%d9%84%d8%ad%d8%b1/…,[],
Nada Abdelsamad,Aug 25,القطاع الخاص في #لبنان يكسر قرار وزارة الداخلية بالاقفال حتى نهاية الاسبوع الاول من ايلول ويعلن العودة الى العمل غدا #كورونا_لبنان #COVID19,"['#كورونا_لبنان', '#لبنان', '#COVID19']",
Batoul Diab,Aug 25,"ارتدِ قناعاً، وتجنب الحشود، واغسل يديك، والتزم التباعد الاجتماعي .. هالقد بسيطة !!
#كورونا_لبنان",['#كورونا_لبنان'],
بسام جعارة,Aug 25,الأهم من الانهيار الاقتصادي في لبنان والخراب الناجم عن تفجير المرفأ وتداعيات كورونا : لبنان محتل ايرانيا  وتجاوز مشاكله بإنهاء الاحتلال!,[],
Hassib,Aug 25,"@mophleb
 @Hamad_hassan20
 @Hassan_B_Diab
 @LBpresidency
 
وين راحوا المصاري؟ وين ٦٥ مليون دولار راحوا؟؟؟
#BeirutExplosion #coronavirus #Lebanon #بيروت #انفجار_بيروت #انفجار_مرفأ_بيروت #مرفا_بيروت #كورونا_لبنان #كورونا #بيروت_في_قلوبنا","['#انفجار_بيروت', '#مرفا_بيروت', '#Lebanon', '#بيروت_في_قلوبنا', '#انفجار_مرفأ_بيروت', '#كورونا_لبنان', '#كورونا', '#BeirutExplosion', '#coronavirus', '#بيروت']",
Joey Khalil,Aug 25,"المشكلة مش بالمطاعم يلي بدها تفتح بكرا. المشكلة إنو العالم بلا ضمير وآخر همها حياتها وحياة غيره، والمطاعم يلي بتستفيد من جهل بعض العالم وما بتاخذ المعايير بمحمل الجد.
#بيروت #coronavirus #كورونا_لبنان #كورونا","['#كورونا_لبنان', '#coronavirus', '#كورونا', '#بيروت']",
Thuraya Taleb • 图娅 ثريا طالب,Aug 25,عصيان مدني سياحي. ولا مطعم حيسكر من اليوم ورايح! #كورونا_لبنان #بيروت #انفجار_بيروت #لبنان_ينهار,"['#انفجار_بيروت', '#كورونا_لبنان', '#لبنان_ينهار', '#بيروت']",
Reda Sawaya,Aug 25,"وزير الصحة مصر على استخدام مصطلحات غير علمية. ما في شي اسمو موجة ثانية حتى حسب منظمة الصحة العالمية. في فيروس مستمر وبس. اما الحكي عن موجة ثانية فالهدف منه القول انو نجحنا في مواجهة الموجة الاولى لتغطية الفشل الحاصل حاليا
#كورونا_لبنان",['#كورونا_لبنان'],
Channel 23,Aug 25,كورونا لبنان.. معدل الوفيات الأسبوعي أعلى من المتوسط العالمي والأسرّة ممتلئة,[],
ام كامل,Aug 25,"#وزير_الصحه #حمد_حسن: المجتمع الواعي والمثقف سيكون صمام امان في هذه المرحلة
#كورونا_لبنان 
#الموجة_الثانية","['#حمد_حسن', '#كورونا_لبنان', '#الموجة_الثانية', '#وزير_الصحه']",
سالي,Aug 25,"وقفوا تَنَمُر عالناس المصابة ب كورونا
هيدا فيروس وأيا حدا ممكن ينصاب في.
الإصابة مش عيب،العيب انك تتكتم ع إصابتك وتعدي الناس.
#كورونا_لبنان",['#كورونا_لبنان'],
تيار العزم,Aug 25,"https://azmtayyar.org/Public/NewsAzm/421891/…
وفاة بكورونا في الخرايب
#كورونا، #لبنان، #أخبار_لبنانية","['#أخبار_لبنانية', '#لبنان', '#كورونا']",
Eddy Younes نقابة_المغردين#,Aug 25,"""بتسلم أو كورونا؟""
سؤال جديد ما عمرو سنة...

#مبنجين #كورونا_لبنان #كورونا #صباح_الخير","['#مبنجين', '#كورونا_لبنان', '#صباح_الخير', '#كورونا']",
سفير الشمال,Aug 25,"كورونا لبنان.. معدل الوفيات الأسبوعي أعلى من المتوسط العالمي والأسرّة ممتلئة
#لبنان 
#كورونا","['#لبنان', '#كورونا']",
Lebanon 24,Aug 25,"#كورونا #لبنان.. معدل الوفيات الأسبوعي أعلى من المتوسط العالمي والأسرّة ممتلئة  
#lebanon24
https://lebanon24.com/news/lebanon/739001/lebanon24-article?utm_source=article-739001&utm_medium=Twitter-Sharing-TheWALL&utm_term=Twitter-Sharing-TheWALL&utm_campaign=Twitter-Sharing-TheWALL&src=twitter-share… via 
@Lebanon24","['#لبنان', '#lebanon24', '#كورونا']",
Tarek,Aug 25,المشكلة أنّو البلاء في لبنان مش سببه حزب واحد وأثنين، كلّ الأحزاب الحاكمة! #كورونا_لبنان أنتم! لعنكم الله,['#كورونا_لبنان'],
Mirna Khayat,Aug 25,#COVID19 #Corona #coronavirus #lebanon #كورونا #كورونا_لبنان,"['#Corona', '#كورونا_لبنان', '#كورونا', '#COVID19', '#lebanon', '#coronavirus']",
سفير الشمال,Aug 24,"هذا ما كشفه وزير الصحة عن فحوصات كورونا
#لبنان 
#كورونا 
#طوني_خليفة","['#لبنان', '#طوني_خليفة', '#كورونا']",
Rasha Hasan,Aug 24,اين تسكير البلد ؟ انا لا اراهُ #كورونا_لبنان,['#كورونا_لبنان'],
Youssef srealdeen,Aug 24,"قال تسكير البلد حجر منزلي و عجقة واصلي عند الله 
قال كورونا قال 
 
#كورونا_لبنان",['#كورونا_لبنان'],
Alakhbar Canada,Aug 24,"""كورونا"" لبنان الى انخفاض طفيف.. 457 إصابة جديدة و3 وفيات طرابلس تسجل 69 اصابة جديدة و11 في اهدن.. هل تعزل بلاط؟",[],
محمد خليل جبر,Aug 24,"ربِّ لا تغفر لهم...
إنّهم كانوا يعلمون.

#كلن_يعني_كلن #كورونا_لبنان #انفجار_المرفأ #إنفجار_بيروت #بيروت_عم_تبكي #لبنان_منكوب #لبنان_ينهار","['#إنفجار_بيروت', '#انفجار_المرفأ', '#كورونا_لبنان', '#لبنان_منكوب', '#كلن_يعني_كلن', '#بيروت_عم_تبكي', '#لبنان_ينهار']",
Carl Sawaya,Aug 24,"Replying to 
@MinistryInfoLB",[],
M. HC,Aug 24,"وزارة الصحة اللبنانية تعلن عن إرتفاع عدد الإصابات إلى 13155 بعد تسجيل 457 إصابات جديدة، 447 لمقيمين و 10 وافدين. عدد الفحوصات 5735 فحص.
#كورونا  #لبنان","['#لبنان', '#كورونا']",
BelMokhtasar.com,Aug 24,"عالم بريطاني يحذر من أن #فيروس_كورونا “سيبقى معنا إلى الأبد.
  #zoom #بيروت #كورونا
#لبنان #موقع_بالمختصر #Lebanon","['#zoom', '#Lebanon', '#كورونا', '#فيروس_كورونا', '#لبنان', '#موقع_بالمختصر', '#بيروت']",
